,0
3730,VAW
3731,PRE
3732,BOE
3733,NUVL
3734,MRDB.W
3735,LAC
3736,UMAR
3737,AAPL
3738,DUET
3739,GNSS
3740,DO
3741,NUAG
3742,JBLU
3743,WW
3744,PYN
3745,IIVI
3746,STXV
3747,EMBD
3748,HTIBP
3749,PEPL
3750,BRT
3751,QMOM
3752,ULTR
3753,SRZN
3754,WWACU
3755,XSEP
3756,HUSV
3757,HIO
3758,GOVXW
3759,HUDAR
3760,IPSC
3761,SCVL
3762,RVNC
3763,MULN
3764,JD
3765,PLAOU
3766,ATTO
3767,AGE
3768,BIBL
3769,CGAU
3770,RNST
3771,QUAD
3772,NVR
3773,WHLRD
3774,AGIO
3775,ROK
3776,FDD
3777,BA
3778,NOVVW
3779,COLB
3780,USAU
3781,BFIT
3782,LBBBU
3783,NOC
3784,MDGSW
3785,IMV
3786,BKCC
3787,OPI
3788,MPLX
3789,CIL
3790,LFMDP
3791,TDG
3792,CVII
3793,TWIO
3794,RSVRW
3795,IRM
3796,WNC
3797,GSM
3798,VCYT
3799,XPON
3800,ALTG$A
3801,CUBI$E
3802,SLVM
3803,ISTR
3804,CFLT
3805,VISL
3806,PSCE
3807,AREC
3808,CVCO
3809,CBLS
3810,FXD
3811,PDM
3812,BRBR
3813,LHC.U
3814,BHFAP
3815,NFNT
3816,PFSI
3817,GAB
3818,FLZA
3819,DOOR
3820,TRVG
3821,YOTAR
3822,JPSV
3823,IMO
3824,ATEN
3825,LRFC
3826,ISRLW
3827,IBRN
3828,JOET
3829,CMCM
3830,KIRK
3831,MTRX
3832,NFLX
3833,MEXX
3834,NFYS
3835,CMCAU
3836,EIX
3837,CRYP
3838,CEM
3839,DIVI
3840,KNX
3841,AGZD
3842,BLKB
3843,NEOVW
3844,FDIS
3845,AIC
3846,FCCO
3847,ALLE
3848,DLNG
3849,BML$L
3850,MDRRP
3851,ECVT
3852,BULD
3853,DECAU
3854,MATW
3855,KCE
3856,MDIA
3857,SVOL
3858,LPG
3859,CSL
3860,IRBA
3861,NXN
3862,ADTH
3863,KBWR
3864,HOUS
3865,WFC
3866,XBIL
3867,NJUL
3868,MOGO
3869,MMSB
3870,VTHR
3871,BCDF
3872,ALPN
3873,EMCG
3874,BSVO
3875,TMPOW
3876,ADTN
3877,MYFW
3878,HCC
3879,NZF
3880,TRIS
3881,MITT$C
3882,SLG
3883,MLGO
3884,AIO
3885,IWN
3886,AIRS
3887,TROX
3888,IGSB
3889,GSIE
3890,EVOK
3891,ORGS
3892,WLTG
3893,FTK
3894,BMI
3895,LTRY
3896,AADI
3897,XFINU
3898,INTEU
3899,MVBF
3900,AVMU
3901,NRK
3902,BOSC
3903,GGT$E
3904,NMK$C
3905,HKND
3906,ARTW
3907,PRIM
3908,CCV.U
3909,ENPH
3910,VLON
3911,IBDV
3912,EEMO
3913,FERG
3914,CRBU
3915,BAR
3916,INC
3917,NYCB$A
3918,KELYB
3919,ACU
3920,FRST
3921,VMCAU
3922,AZTA
3923,PCG$A
3924,PSNY
3925,VCV
3926,AQU
3927,UPRO
3928,ITRI
3929,FSS
3930,MKSI
3931,UMBF
3932,SVIIU
3933,AEI
3934,SEPZ
3935,STR
3936,VAL
3937,OZK
3938,PLRX
3939,GCO
3940,GDL$C
3941,NCRA
3942,CGABL
3943,VSMV
3944,NEWTL
3945,WHLRP
3946,EQC
3947,XB
3948,LULU
3949,KNW
3950,CMT
3951,PERF
3952,FALN
3953,GECCO
3954,SUAC
3955,DUNE
3956,HZON
3957,CHH
3958,FLIY
3959,GBNY
3960,RENN
3961,HCTI
3962,AXAC
3963,JRS
3964,GWH
3965,ALSA
3966,LYT
3967,VRAI
3968,CODI
3969,MCOMW
3970,SRPT
3971,BYFC
3972,SCLXW
3973,BDSX
3974,FICVU
3975,HFRO$A
3976,EPOL
3977,APXI
3978,WAFD
3979,CRWS
3980,KARB
3981,NEE$N
3982,PFFD
3983,SEMR
3984,CSML
3985,STXE
3986,RNEM
3987,SONM
3988,TUR
3989,EDV
3990,NAD
3991,UXIN
3992,MFIN
3993,EGIO
3994,EQH$C
3995,EMFQ
3996,PRA
3997,TCS
3998,MPU
3999,FISV
4000,CXAC.U
4001,ZIONP
4002,BNTC
4003,SOJE
4004,GRND.W
4005,SCHQ
4006,LNTH
4007,SNX
4008,AEY
4009,CANF
4010,PSA$F
4011,TRTN
4012,RDNT
4013,GLT
4014,PCSA
4015,PRFD
4016,NLY
4017,RUFF
4018,FDTS
4019,RXST
4020,GPC
4021,AXLA
4022,ITCB
4023,IHTA
4024,HTAB
4025,AVO
4026,GNTX
4027,MWA
4028,JANT
4029,PDLB
4030,MTAL.U
4031,RYI
4032,REG
4033,PRSR
4034,FSIG
4035,NEOG
4036,IRTC
4037,BPOP
4038,BYTSW
4039,ECL
4040,IVDA
4041,FTEC
4042,LVTX
4043,INDI
4044,XFOR
4045,DGZ
4046,MBSC
4047,RITM$A
4048,TNK
4049,UMH$D
4050,GGROW
4051,TH
4052,DBC
4053,OC
4054,ISCF
4055,HAPS
4056,MSA
4057,LITE
4058,QAT
4059,ENVB
4060,UPXI
4061,MQ
4062,EMIF
4063,SANW
4064,INN$E
4065,PBDC
4066,XRT
4067,PSP
4068,MACK
4069,ABOS
4070,DISH
4071,BRLIW
4072,ZECP
4073,CHII
4074,AY
4075,PSCT
4076,ARVL
4077,JGGCU
4078,RPT$D
4079,UTG
4080,KALV
4081,EFHTW
4082,USPX
4083,HFRO
4084,BGH
4085,LODE
4086,STIM
4087,VOXX
4088,UG
4089,QUOT
4090,BBC
4091,LYFE
4092,SAR
4093,USB$R
4094,NOG
4095,TBCPW
4096,GHC
4097,JAQC
4098,FLCB
4099,WRB$G
4100,FNV
4101,NBH
4102,NFNT.U
4103,GABF
4104,SCRMW
4105,PSA$N
4106,PKG
4107,PCTI
4108,JPIN
4109,NSC
4110,HEPS
4111,FLTR
4112,JOE
4113,PHDG
4114,PMGM
4115,DBEU
4116,GEHC
4117,ENTFW
4118,FTNT
4119,LMND
4120,EWUS
4121,FRXB.U
4122,MSN
4123,LSST
4124,EVF
4125,VNO$M
4126,LAB
4127,SHYG
4128,HMST
4129,EEM
4130,OUST.W
4131,CRM
4132,WISH
4133,TA
4134,SKM
4135,IPGP
4136,UDR
4137,NOVVU
4138,RORO
4139,SPUU
4140,BEAM
4141,RNWWW
4142,BIOX
4143,SMID
4144,IOBT
4145,PSMJ
4146,GOVX
4147,DOCT
4148,CSGP
4149,JHID
4150,SCE$J
4151,ESBA
4152,DMTK
4153,TIMB
4154,TUYA
4155,FFC
4156,DURA
4157,FRC$H
4158,TYL
4159,BMTX.W
4160,MUST
4161,SOXL
4162,AQUNR
4163,KTCC
4164,EUCRU
4165,RVNU
4166,PRIF$J
4167,ESGG
4168,OPCH
4169,KCGI
4170,PRS
4171,TNP
4172,GLOP
4173,MTTR
4174,PFEL
4175,PTIXW
4176,FEDM
4177,GAST
4178,HLMN
4179,FTQI
4180,MAYS
4181,USEP
4182,RVSNW
4183,PBND
4184,GDEV
4185,IWFL
4186,BLX
4187,BIOSW
4188,SATX.A
4189,NFGC
4190,XLC
4191,DEA
4192,JPM$D
4193,VBOC
4194,KNSA
4195,HL
4196,BGI
4197,JFR
4198,ESEA
4199,BVH
4200,GAA
4201,KUKE
4202,RMGCU
4203,NLSP
4204,BRQS
4205,VHC
4206,AEAE
4207,MARK
4208,MELI
4209,CEMB
4210,FXED
4211,ZG
4212,GTLS$B
4213,CAPE
4214,FRZA
4215,PAVE
4216,CHIM
4217,GDVD
4218,OI
4219,TBCP
4220,IBDS
4221,KIM$L
4222,MNDO
4223,FLCA
4224,IJR
4225,MC
4226,THR
4227,SON
4228,HLGN.W
4229,AAAU
4230,IBBQ
4231,AFRI
4232,RAYS
4233,ALGM
4234,ACDC
4235,EYE
4236,AILG
4237,BN
4238,SOLOW
4239,SKYH
4240,FREL
4241,CHKEL
4242,GSHD
4243,EPSN
4244,APWC
4245,MDC
4246,SPTS
4247,GCMG
4248,NEWP
4249,GLP$B
4250,BOAC
4251,MYY
4252,UFO
4253,DEUS
4254,DSTL
4255,EMX
4256,UYM
4257,BCML
4258,XOMAO
4259,GRP.U
4260,FLFVW
4261,ARCT
4262,INZY
4263,BREA
4264,HYGV
4265,ROP
4266,BLUA
4267,GLDD
4268,ENTA
4269,MOTE
4270,SMMD
4271,LBTYB
4272,MOON
4273,HRMY
4274,BDXB
4275,MYNZ
4276,CSB
4277,TNA
4278,MTRY
4279,SCWO
4280,TSLH
4281,SMSI
4282,CSTE
4283,DSGR
4284,SEATW
4285,FLDZ
4286,USTB
4287,PTHRU
4288,EQAL
4289,VAL.W
4290,BSCU
4291,SCHX
4292,ROBO
4293,XPND
4294,CANE
4295,PLTNW
4296,ACABW
4297,DFLI
4298,BWMX
4299,NTEST.A
4300,TDW
4301,DZZ
4302,CCV.W
4303,AMPL
4304,VWOB
4305,EGLE
4306,YMAB
4307,CDIOW
4308,STG
4309,ACRO.W
4310,DADA
4311,IGZ
4312,VNRX
4313,HLGE
4314,RATE
4315,VIXM
4316,OSAAW
4317,IBTI
4318,UI
4319,BTCM
4320,KEQU
4321,ARTLW
4322,DGICB
4323,LDI
4324,SKLZ
4325,NRGV
4326,HNI
4327,YGMZ
4328,IVR$B
4329,CEQP
4330,HCVIU
4331,CHT
4332,TPHS
4333,LASR
4334,GHM
4335,QURE
4336,IRVH
4337,SLN
4338,AIMDW
4339,MMC
4340,TVTX
4341,CARM
4342,SPHY
4343,CLAYU
4344,XSVM
4345,ACHR
4346,DTF
4347,RCKTW
4348,NMG
4349,ATXG
4350,BLUA.W
4351,FPEI
4352,IQDY
4353,DFAT
4354,QUIK
4355,FXO
4356,BBCB
4357,ACR
4358,IPX
4359,TWOU
4360,ISCG
4361,MEDI
4362,MIR.W
4363,CAMT
4364,SCD
4365,BFLY
4366,BCPC
4367,ATHA
4368,INGR
4369,STIXW
4370,CLB
4371,RING
4372,DRI
4373,SGRP
4374,GER
4375,PRPC.W
4376,AGNCO
4377,LGIH
4378,STRW
4379,VLCN
4380,WU
4381,EDIT
4382,IDA
4383,STRA
4384,PIIIW
4385,CELG.R
4386,CGW
4387,AHOY
4388,TLGA.U
4389,EIM
4390,JT
4391,ARMP
4392,FRO
4393,RADI
4394,CRMD
4395,IPDP
4396,ACGLO
4397,WKSPW
4398,DYNF
4399,XBB
4400,LMDXW
4401,NFNT.W
4402,PSIL
4403,ALTIW
4404,PWSC
4405,SCUA
4406,FNF
4407,GTXAP
4408,ENJ
4409,TOL
4410,JYNT
4411,SVIX
4412,ATLCL
4413,MKTX
4414,MPRAU
4415,ZDGE
4416,LFVN
4417,IBTG
4418,IVT
4419,AMX
4420,JOBY
4421,AHT$G
4422,DCP$B
4423,FTSM
4424,COST
4425,INDA
4426,HST
4427,DIN
4428,LGI
4429,MOBVW
4430,ELMD
4431,IOVA
4432,GLRY
4433,INFU
4434,HSMV
4435,JULZ
4436,UYG
4437,ZCZZT
4438,RWODW
4439,JHML
4440,FLUD
4441,AIG
4442,SNRHW
4443,NSPL
4444,MCB
4445,HYMCL
4446,USAI
4447,VIPS
4448,DKDCW
4449,DBJP
4450,TXT
4451,SYNA
4452,MASI
4453,ESLT
4454,RHE$A
4455,GLOP$B
4456,USHY
4457,QOMOR
4458,SCHA
4459,SLYV
4460,MBINN
4461,OAEM
4462,XC
4463,GXO
4464,FR
4465,HQY
4466,REX
4467,LUV
4468,ESPR
4469,WEIX
4470,EDUT
4471,BNKD
4472,PT
4473,IPKW
4474,BLRX
4475,DEM
4476,AMRX
4477,CMI
4478,AIB
4479,HPLTU
4480,OPAL
4481,QOMO
4482,SFY
4483,ON
4484,TALKW
4485,SGLY
4486,EBR
4487,FRLAW
4488,PRME
4489,GMRE$A
4490,BDEC
4491,PSO
4492,CRUS
4493,GLMD
4494,SRGA
4495,FUBO
4496,GEF
4497,ISHP
4498,DSU
4499,GCOW
4500,SCHL
4501,CPTK.U
4502,CHKEZ
4503,RAVE
4504,DFEB
4505,JSM
4506,BCO
4507,DFE
4508,AEHL
4509,SPTM
4510,TRKAW
4511,TIPZ
4512,ANEB
4513,SAMAU
4514,KTOS
4515,IMUX
4516,BFLY.W
4517,VHT
4518,VAXX
4519,ECC
4520,FAS
4521,PHYT.W
4522,USXF
4523,TSI
4524,EWEB
4525,TAIL
4526,RDN
4527,FINW
4528,PCG$B
4529,KBH
4530,IYZ
4531,SONO
4532,GLTA
4533,QGRO
4534,RILYO
4535,SOLO
4536,TALS
4537,IXAQ
4538,CFG$E
4539,LADR
4540,WWAC
4541,BFOR
4542,BANF
4543,PAPR
4544,PGJ
4545,ICNC.U
4546,LICY
4547,DISTW
4548,PFES
4549,ROIC
4550,KIQ
4551,AVDL
4552,VGK
4553,ACONW
4554,SURGW
4555,QDROU
4556,TRU
4557,PCY
4558,FBRT$E
4559,IBDQ
4560,VMC
4561,UPTDW
4562,AOD
4563,ASPI
4564,GMET
4565,PULM
4566,AVUV
4567,ILDR
4568,BV
4569,LSF
4570,LXRX
4571,RNAZ
4572,NXPI
4573,BELFA
4574,RVMD
4575,SCMB
4576,CZFS
4577,PEX
4578,FLGB
4579,OOTO
4580,AQNB
4581,FPH
4582,OII
4583,LPTX
4584,HMC
4585,USA
4586,NETL
4587,GBBKR
4588,UPST
4589,GBUY
4590,NDSN
4591,UBOT
4592,TPET
4593,BREZR
4594,TECB
4595,GLAD
4596,BAC$E
4597,HTGC
4598,JJU
4599,GNS
4600,IOO
4601,ROCGU
4602,TGT
4603,KBWB
4604,CORS
4605,EFAD
4606,FFTG
4607,CARG
4608,PBEE
4609,KDIV
4610,NEP
4611,CNTY
4612,SLAB
4613,ATOS
4614,SNDR
4615,CNSP
4616,GDS
4617,NEE$R
4618,ASR
4619,DCP$C
4620,BOKF
4621,TIPL
4622,CDIO
4623,APEI
4624,MOBQ
4625,SCCC
4626,BHACU
4627,ACNT
4628,PNAC
4629,RMBI
4630,RA
4631,FLTW
4632,DBI
4633,AVSU
4634,XDJL
4635,OPA.W
4636,OFLX
4637,EVX
4638,EVV
4639,IBA
4640,PSHG
4641,JOF
4642,WESTW
4643,NIE
4644,IQLT
4645,XLY
4646,RLX
4647,GPRK
4648,WBIG
4649,ASRV
4650,BBSB
4651,USB
4652,XMHQ
4653,ANZUW
4654,TPHD
4655,GUT
4656,FIACW
4657,PAYC
4658,IE
4659,TUGN
4660,QULL
4661,VANI
4662,FAF
4663,ACT
4664,AMRK
4665,HHGCR
4666,ALV
4667,SNCR
4668,FMQQ
4669,ENR
4670,CCTS
4671,HIDE
4672,FSTA
4673,XHB
4674,FOXO
4675,POAI
4676,PPTY
4677,MNTSW
4678,RWODU
4679,XTNT
4680,IRNT.W
4681,GLLIU
4682,THCH
4683,FCSH
4684,JFBR
4685,TSPA
4686,FAAR
4687,CBZ
4688,IFGL
4689,JZRO
4690,SCAQU
4691,IHD
4692,NUSC
4693,BTMD
4694,XTWO
4695,RGC
4696,BLNGW
4697,SBXC.U
4698,MDJH
4699,EYLD
4700,MTB
4701,UL
4702,GVP
4703,JMBS
4704,FMIVU
4705,SABR
4706,BRD.W
4707,INMB
4708,FREQ
4709,GDE
4710,JCE
4711,NRGU
4712,ADTX
4713,ABG
4714,LRND
4715,YOU
4716,FTI
4717,GGB
4718,KERN
4719,CCAP
4720,MBAC.U
4721,AGOV
4722,RNLX
4723,REPL
4724,WAVSU
4725,AUVI
4726,CRD.A
4727,SKGR
4728,IX
4729,WILC
4730,SIXH
4731,GWH.W
4732,EPHE
4733,OSCR
4734,SCUA.W
4735,MGIH
4736,RNLC
4737,LSTR
4738,DTEC
4739,RESD
4740,TBX
4741,JZ
4742,CYTH
4743,VERU
4744,IOACU
4745,AAIC$C
4746,GDEVW
4747,DENN
4748,MAA
4749,BEST
4750,GRNR
4751,AACG
4752,EWCZ
4753,HDEF
4754,EICA
4755,ZKIN
4756,BQ
4757,ADAP
4758,OAIE
4759,ATRI
4760,LTPZ
4761,PAAS
4762,LOCO
4763,WLY
4764,NIKL
4765,ABB
4766,CRVS
4767,CHNR
4768,IWV
4769,TSME
4770,UROY
4771,LC
4772,MRC
4773,BMRA
4774,GAB$G
4775,SYTA
4776,YORW
4777,AMPY
4778,XFLT
4779,IZEA
4780,CBL
4781,UHS
4782,NCSM
4783,HLGN
4784,OXACU
4785,BCE
4786,HCA
4787,PHX
4788,LVWR
4789,QLTA
4790,OMFS
4791,SURE
4792,TOTL
4793,HT$C
4794,AENZ
4795,FREY
4796,HART
4797,NMTR
4798,GME
4799,USB$H
4800,IMCC
4801,GDIV
4802,JJC
4803,DBND
4804,LFCR
4805,RTC
4806,BBD
4807,CVX
4808,BCX
4809,SVRE
4810,ACLS
4811,IBMO
4812,PPL
4813,LGST
4814,DVND
4815,ARBB
4816,SMAPW
4817,HIVE
4818,TBLTW
4819,ACBAW
4820,TSM
4821,KOS
4822,WMG
4823,WORX
4824,TARS
4825,TPIF
4826,SBND
4827,GTO
4828,OIG
4829,PSA
4830,PPYAU
4831,ALAR
4832,OCCIO
4833,FRC$N
4834,ROCAU
4835,AXS$E
4836,FGLD
4837,PFI
4838,ICAP
4839,KBND
4840,DNLI
4841,CCVI.U
4842,DWAW
4843,HTIA
4844,NRUC
4845,EIGR
4846,DOCS
4847,FHN$E
4848,HOTL
4849,OSW
4850,ELEV
4851,ANSS
4852,TCRR
4853,LOCL.W
4854,LPCN
4855,ROCLW
4856,QUBT
4857,NTEST.C
4858,APLMW
4859,SHO
4860,BMAC.U
4861,DCP
4862,MF
4863,XERS
4864,FRT$C
4865,FOVL
4866,VTEX
4867,HDG
4868,MCS
4869,NXGLW
4870,APRZ
4871,OUST
4872,TSL
4873,PNT
4874,SHFS
4875,WVVI
4876,IGIB
4877,MIDD
4878,SBLK
4879,TAIT
4880,CSLMR
4881,GSSC
4882,ETV
4883,DEF
4884,BBLB
4885,GLLI
4886,ASCAU
4887,FL
4888,PPBT
4889,ASAI
4890,AUDC
4891,GROY.W
4892,VHI
4893,BSAQ
4894,BEEM
4895,EDIV
4896,JUN
4897,CEG
4898,JRI
4899,TFLO
4900,BZFDW
4901,JFBRW
4902,ANTE
4903,VOE
4904,PBAXW
4905,VTNR
4906,EVBN
4907,HASI
4908,IVOG
4909,BWBBP
4910,CASA
4911,MYRG
4912,EA
4913,TNP$F
4914,EFHTR
4915,ALORW
4916,DTE
4917,LJIM
4918,MOBQW
4919,CS
4920,MBND
4921,PHGE
4922,BNR
4923,GIC
4924,CNX
4925,TLS
4926,CLAR
4927,USMC
4928,KRKR
4929,EUO
4930,DLO
4931,BGRY
4932,MCRI
4933,FXNC
4934,HLX
4935,CMTG
4936,VMGAW
4937,WINV
4938,JXN
4939,IMVT
4940,JANZ
4941,BPAY
4942,CLW
4943,RMD
4944,ENOV
4945,CECO
4946,SOYB
4947,ACBAU
4948,KLAC
4949,JETS
4950,PBR
4951,EQL
4952,GRES
4953,ONBPO
4954,HDGE
4955,FZT
4956,EVG
4957,NHI
4958,GRND
4959,OIL
4960,SHDG
4961,OXSQ
4962,VIG
4963,ANGH
4964,CREG
4965,PRN
4966,NSTC.U
4967,EWTX
4968,AMH$G
4969,TCHP
4970,LOV
4971,TYA
4972,GHL
4973,AIN
4974,HROWL
4975,BLIN
4976,PSC
4977,RESE
4978,FATP
4979,HNW
4980,BITE
4981,BLDEW
4982,OTRKP
4983,HTOO
4984,CSCO
4985,XM
4986,PBSM
4987,HBIO
4988,JJT
4989,TRDA
4990,SPSC
4991,PINK
4992,BGNE
4993,VMCA
4994,ULTA
4995,ISPR
4996,CBD
4997,BOX
4998,GO
4999,BOC
5000,AVSD
5001,WEL
5002,NUMV
5003,TRND
5004,FCPI
5005,SCUA.U
5006,KMED
5007,NEX
5008,NTST
5009,SPMO
5010,KDRN
5011,SLNG
5012,SF$C
5013,CTAS
5014,KGHG
5015,HYGI
5016,WFC$Q
5017,QIWI
5018,VTWO
5019,ARBG
5020,CRBG
5021,MOG.A
5022,LVROW
5023,FORM
5024,EXAI
5025,VTSI
5026,EACPW
5027,BFS$D
5028,APTV$A
5029,URGN
5030,PGRW
5031,LEXI
5032,FUN
5033,CULL
5034,DERM
5035,ZTR
5036,DAT
5037,PANL
5038,FNGR
5039,GRCYU
5040,MKTW
5041,MTB$H
5042,BANR
5043,AMTD
5044,GOVT
5045,MYI
5046,SAN
5047,AVB
5048,CRGOW
5049,CYBN
5050,GMGI
5051,BTAL
5052,SKYX
5053,MITK
5054,WRB$E
5055,FNLC
5056,PFM
5057,OPINL
5058,RIET
5059,STR.W
5060,OVV
5061,RRAC.W
5062,URTY
5063,AIRG
5064,SPUS
5065,VNLA
5066,SPDV
5067,MCHI
5068,TCI
5069,SOUNW
5070,FMAY
5071,IPAC
5072,PRFZ
5073,APDN
5074,MKC.V
5075,BCDAW
5076,BWAQU
5077,IPHA
5078,CSPI
5079,CIDM
5080,WTFCM
5081,IYG
5082,GTR
5083,DUST
5084,HSPOU
5085,SSP
5086,DSAQ
5087,MCAG
5088,BEP
5089,ACA
5090,PATH
5091,LITTW
5092,SPKX
5093,MBNKP
5094,MURFW
5095,UPH
5096,RCS
5097,IP
5098,BFK
5099,FCBC
5100,NET
5101,ENTG
5102,RBCAA
5103,PSTX
5104,ROVR
5105,KURE
5106,ADSEW
5107,PST
5108,NYMX
5109,APRN
5110,IDXX
5111,CLSM
5112,PTCT
5113,RCA
5114,SEMI
5115,ITP
5116,ETWO
5117,SNMP
5118,ALC
5119,NMRK
5120,TT
5121,EWA
5122,FLOT
5123,BITC
5124,BCTX
5125,HYZN
5126,KRTX
5127,OZ
5128,HCNE
5129,LAZY
5130,CAOS
5131,FHLC
5132,MDU
5133,MIR
5134,VNQ
5135,DOV
5136,BNOV
5137,CMBS
5138,NVGS
5139,EVBG
5140,TPTA
5141,LCA
5142,NUZE
5143,WTFCP
5144,PHYT.U
5145,AMED
5146,PLSE
5147,EWX
5148,ADFI
5149,RDHL
5150,BBWI
5151,QQQX
5152,SLNAW
5153,WTRE
5154,CIIGU
5155,MS$I
5156,FSNB
5157,TOP
5158,INGN
5159,FCX
5160,WINVU
5161,ARGO
5162,VEEV
5163,ICF
5164,OVS
5165,HIX
5166,WBA
5167,SMMU
5168,HUN
5169,CTKB
5170,DLA
5171,METCL
5172,BPACU
5173,DWCR
5174,XLF
5175,PIPR
5176,SEM
5177,BW$A
5178,RITM$D
5179,HTGM
5180,PCF
5181,FKWL
5182,SENT
5183,COWZ
5184,ZI
5185,APAC
5186,STM
5187,SYBT
5188,MS$E
5189,SSNC
5190,ASGN
5191,MQY
5192,REPX
5193,PKBK
5194,VOXR
5195,IMTE
5196,SUP
5197,ATOM
5198,KRON
5199,OXLCL
5200,GFX
5201,TRAQ.W
5202,FUMB
5203,BLCO
5204,EWD
5205,SMN
5206,VIRC
5207,VWEWW
5208,NUGO
5209,BALT
5210,LGND
5211,ORMP
5212,EURN
5213,TCBI
5214,FNDX
5215,RIOT
5216,AIZN
5217,DMYY
5218,VEON
5219,FA
5220,IGTAR
5221,DGX
5222,AGILW
5223,LCAHW
5224,JPC
5225,HSIC
5226,FARO
5227,KACLR
5228,TRPL
5229,DES
5230,ACAX
5231,XOP
5232,HCWB
5233,SRC$A
5234,BNGOW
5235,BOXX
5236,RGLS
5237,NSTB.W
5238,ACRS
5239,RACE
5240,DKL
5241,UAVS
5242,GBBK
5243,BIV
5244,GPAC
5245,DISAU
5246,TW
5247,WKME
5248,LNG
5249,SMOG
5250,GGLL
5251,SAFT
5252,SHC
5253,NAOV
5254,TTT
5255,EAST
5256,ENLC
5257,SHO$I
5258,DSGX
5259,QSR
5260,ASX
5261,PFUT
5262,SKF
5263,CMRAW
5264,PSQ
5265,SDGR
5266,HEET
5267,ORC
5268,AXDX
5269,VBK
5270,PULS
5271,SLG$I
5272,MPRO
5273,NOVV
5274,BDX
5275,TAP.A
5276,AAOI
5277,SQM
5278,KR
5279,NGVT
5280,HLIT
5281,XSD
5282,MMM
5283,KNG
5284,COLL
5285,ARRY
5286,WTMAR
5287,ZSB
5288,OXLC
5289,ONDS
5290,MICS
5291,NOAH
5292,RDWR
5293,SRE
5294,CHE
5295,TRCA
5296,KEN
5297,FLME.W
5298,VBLT
5299,BYN.U
5300,TAK
5301,BPYPO
5302,PMF
5303,BWAY
5304,JUGGU
5305,TRST
5306,BRACR
5307,EPP
5308,TPOR
5309,ZING
5310,IEFA
5311,PKB
5312,GFGD
5313,HP
5314,PFO
5315,AIV
5316,AXTI
5317,ASET
5318,CZOO
5319,OOMA
5320,VRP
5321,CMU
5322,PVH
5323,BDCZ
5324,VEA
5325,BODY
5326,IWDL
5327,APXIU
5328,BANC
5329,DXC
5330,DOUG
5331,UPTD
5332,NULG
5333,LRN
5334,TK
5335,SEDG
5336,PSCI
5337,STAA
5338,IVAC
5339,LGL
5340,ASPAW
5341,GAQ.U
5342,SEIV
5343,ATAKU
5344,HCVIW
5345,KORU
5346,TLTW
5347,BNIXR
5348,CARS
5349,TRTN$B
5350,DNOV
5351,NCMI
5352,EUDV
5353,MSB
5354,CFFI
5355,FCNCO
5356,LVACU
5357,DHCA
5358,AJG
5359,PDBA
5360,HZON.W
5361,AOTG
5362,VST
5363,IQSI
5364,UTWY
5365,BYRN
5366,PEV
5367,AEHR
5368,AQST
5369,RONI.W
5370,DISV
5371,IBTF
5372,IQDG
5373,GLV
5374,SPNT$B
5375,URTH
5376,GHRS
5377,KMDA
5378,TLGYW
5379,EQWL
5380,BRDG
5381,WLKP
5382,CALF
5383,CDW
5384,CVE.W
5385,GES
5386,CRWD
5387,SLGG
5388,OILU
5389,CTRN
5390,GHG
5391,PR
5392,LATG
5393,SLDPW
5394,IEUR
5395,GAINZ
5396,IAI
5397,SPAB
5398,KOLD
5399,BSAC
5400,EINC
5401,HEZU
5402,TR
5403,VST.A
5404,INFN
5405,CETXP
5406,CYB
5407,RTM
5408,LTRYW
5409,ANIX
5410,LFEQ
5411,MIGI
5412,CLVRW
5413,EIRL
5414,CALM
5415,GENY
5416,XOSWW
5417,CLRC
5418,BABX
5419,IBCP
5420,MIMO.A
5421,BLND
5422,LPX
5423,AMH$H
5424,TGL
5425,XPOF
5426,LNC
5427,SPC
5428,HERD
5429,BTEK
5430,BNL
5431,ABM
5432,FQAL
5433,MEOAU
5434,GMF
5435,SH
5436,KEP
5437,OSH
5438,BSMR
5439,AA
5440,SILJ
5441,KWR
5442,QTR
5443,HBANM
5444,PZZA
5445,SOVO
5446,MVO
5447,GLPI
5448,SONX
5449,TASK
5450,LICN
5451,CLDX
5452,AGG
5453,ORTX
5454,BOUT
5455,EFSCP
5456,XEL
5457,ROM
5458,MCI
5459,ALORU
5460,AUVIP
5461,GOOD
5462,EWW
5463,RWODR
5464,RWX
5465,YVR
5466,ED
5467,PMD
5468,ZOM
5469,AAC
5470,BBCP
5471,IGLB
5472,TECL
5473,BILL
5474,WSR
5475,GDV
5476,SSTI
5477,ASPY
5478,EMLP
5479,TRT
5480,SRTS
5481,GM
5482,NVNO
5483,CSTM
5484,FISR
5485,LOPE
5486,JAVA
5487,EWJ
5488,UVE
5489,TXO
5490,GLBS
5491,NTIP
5492,SSY
5493,MOBVU
5494,GCLN
5495,DALN
5496,SLGN
5497,PFXNZ
5498,DVAL
5499,TZA
5500,TM
5501,ASMB
5502,CSSEP
5503,SES.W
5504,WVVIP
5505,YJ
5506,ENTXW
5507,CDL
5508,TBB
5509,TRI
5510,SMX
5511,FRHC
5512,BSJQ
5513,ICHR
5514,IPAR
5515,TBIL
5516,TSVT
5517,CHCT
5518,IVRS
5519,APTM
5520,CSHI
5521,LBBBR
5522,IWP
5523,MIRO
5524,UWMC.W
5525,AMLP
5526,AFTR
5527,ILAG
5528,TCOM
5529,TDF
5530,HURC
