~id~realtime_start~realtime_end~title~observation_start~observation_end~frequency~frequency_short~units~units_short~seasonal_adjustment~seasonal_adjustment_short~last_updated~popularity~group_popularity~notes~release_id
Understanding the CPI: Frequently Asked Questions (https://www.bls.gov/cpi/questions-and-answers.htm)"~10
CPIENGNS~CPIENGNS~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: Energy~1957-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Not Seasonally Adjusted~NSA~2005-06-08 15:25:42-05~16.0~65.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
CPIENGSL~CPIENGSL~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: Energy~1957-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Seasonally Adjusted~SA~2005-06-08 15:25:43-05~64.0~65.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
CPILEGNS~CPILEGNS~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: All Items Less Energy~1957-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Not Seasonally Adjusted~NSA~2005-06-08 15:25:45-05~5.0~20.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
CPILEGSL~CPILEGSL~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: All Items Less Energy~1957-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Seasonally Adjusted~SA~2005-06-08 15:25:46-05~17.0~20.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
CPILFENS~CPILFENS~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: All Items Less Food and Energy~1957-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Not Seasonally Adjusted~NSA~2005-06-08 15:25:47-05~54.0~83.0~The “Consumer Price Index for All Urban Consumers: All Items Less Food & Energy” is an aggregate of prices paid by urban consumers for a typical basket of goods, excluding food and energy. This measurement, known as “Core CPI,” is widely used by economists because food and energy have very volatile prices. The Bureau of Labor Statistics defines and measures the official CPI, and more information can be found here: https://www.bls.gov/cpi/questions-and-answers.htm or here: https://www.bls.gov/opub/hom/pdf/cpihom.pdf.~10
CPILFESL~CPILFESL~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: All Items Less Food and Energy~1957-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Seasonally Adjusted~SA~2005-06-08 15:25:48-05~82.0~83.0~The “Consumer Price Index for All Urban Consumers: All Items Less Food & Energy” is an aggregate of prices paid by urban consumers for a typical basket of goods, excluding food and energy. This measurement, known as “Core CPI,” is widely used by economists because food and energy have very volatile prices. The Bureau of Labor Statistics defines and measures the official CPI, and more information can be found here: https://www.bls.gov/cpi/questions-and-answers.htm or here: https://www.bls.gov/opub/hom/pdf/cpihom.pdf.~10
CPIUFDNS~CPIUFDNS~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: Food~1913-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Not Seasonally Adjusted~NSA~2008-11-20 09:03:29-06~49.0~68.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
CPIUFDSL~CPIUFDSL~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: Food~1947-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Seasonally Adjusted~SA~2005-06-08 15:25:52-05~66.0~68.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
CPIULFNS~CPIULFNS~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: All Items Less Food~1935-03-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Not Seasonally Adjusted~NSA~2008-11-20 09:23:22-06~1.0~12.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
CPIULFSL~CPIULFSL~2001-01-04~2001-01-04~Consumer Price Index for All Urban Consumers: All Items Less Food~1947-01-01~2000-11-01~Monthly~M~Index 1982-1984=100~Index 1982-1984=100~Seasonally Adjusted~SA~2005-06-08 15:25:55-05~12.0~12.0~Handbook of Methods - (https://www.bls.gov/opub/hom/pdf/cpihom.pdf) Understanding the CPI: Frequently Asked Questions - (http://stats.bls.gov:80/cpi/cpifaq.htm)~10
FLEXSC~FLEXSC~2001-01-04~2001-01-04~Eighth District Flexible Rate on Seasonal Credit~1992-01-09~2000-12-28~Biweekly, Beg. of Period~BW~Percent~%~Not Seasonally Adjusted~NSA~2014-06-13 09:11:24-05~11.0~11.0~"Beginning of Period

Seasonal credit is available to help relatively small depository institutions meet regular seasonal needs for funds that arise from a clear pattern of intrayearly movements in their deposits and loans and that cannot be met through special industry lenders. The discount rate on seasonal credit takes into account rates charged by market sources of funds and ordinarily is re-established on the first business day of each two-week reserve maintenance period."~100
CDC~CDC~2001-01-04~2001-01-04~Rate for Credit Under the Century Date Change Special Liquidity Facility (DISCONTINUED)~1999-10-01~2000-02-02~Not Applicable~NA~Percent~%~Not Seasonally Adjusted~NSA~2000-02-02 00:00:00-06~4.0~4.0~~101
GASPRICE~GASPRICE~2001-01-04~2001-01-04~Natural Gas Price: Henry Hub, LA~1993-11-01~2000-12-01~Monthly~M~Dollars per Million BTU~$ per Mil. BTU~Not Seasonally Adjusted~NSA~2005-09-30 01:08:59-05~2.0~2.0~"The September 2005 figure is the average of prices from
September 1 through September 22. Spot prices were not available for
Henry Hub Natural Gas starting on September 23, 2005, due to Hurricane
Rita.
Copyright, 2016, Dow Jones & Company"~102
OILPRICE~OILPRICE~2001-01-04~2001-01-04~Spot Oil Price: West Texas Intermediate~1946-01-01~2000-12-01~Monthly~M~Dollars per Barrel~$ per Barrel~Not Seasonally Adjusted~NSA~2005-09-30 01:08:59-05~20.0~20.0~"Prior to 1982 equals the posted price.

Copyright, 2016, Dow Jones & Company"~102
CURRCIR~CURRCIR~2001-01-04~2001-01-04~Currency in Circulation~1986-01-01~2000-11-01~Monthly~M~Billions of Dollars~Bil. of $~Not Seasonally Adjusted~NSA~2006-04-24 15:20:53-05~74.0~74.0~~104
RSBKCRNS~RSBKCRNS~2001-01-04~2001-01-04~Reserve Bank Credit~1989-04-01~2000-11-01~Monthly~M~Billions of Dollars~Bil. of $~Not Seasonally Adjusted~NSA~2006-04-24 15:20:54-05~38.0~38.0~~104
TREASURY~TREASURY~2001-01-04~2001-01-04~Treasury Deposits with Federal Reserve Banks~1986-01-01~2000-11-01~Monthly~M~Billions of Dollars~Bil. of $~Not Seasonally Adjusted~NSA~2006-04-24 15:20:54-05~39.0~39.0~~104
MFGOPH~MFGOPH~2001-01-04~2001-01-04~Manufacturing Sector: Output Per Hour of All Persons~1949-01-01~1998-01-01~Annual~A~Index 1996=100~Index 1996=100~Not Seasonally Adjusted~NSA~2005-09-30 01:08:59-05~9.0~40.0~The Productivity and Costs release on August 7, 2003, will reflect the June 2003 benchmark revision to payroll employment. Since employment is now reported on a North American Industry Classification System (NAICS) basis, all of the historical data will be revised. Changes as a consequence of the move to NAICS should not be significant since this release carries data at high levels of aggregation.~107
MFGPROD~MFGPROD~2001-01-04~2001-01-04~Manufacturing Sector: Multifactor Productivity~1949-01-01~1998-01-01~Annual~A~Index 1996=100~Index 1996=100~Not Seasonally Adjusted~NSA~2005-09-30 01:08:59-05~5.0~7.0~The Productivity and Costs release on August 7, 2003, will reflect the June 2003 benchmark revision to payroll employment. Since employment is now reported on a North American Industry Classification System (NAICS) basis, all of the historical data will be revised. Changes as a consequence of the move to NAICS should not be significant since this release carries data at high levels of aggregation.~107
ECIBEN~ECIBEN~2001-01-04~2001-01-04~Employment Cost Index: Benefits: Private Industry Workers~1980-01-01~2000-07-01~Quarterly~Q~Index Jun 1989=100~Index Jun 1989=100~Seasonally Adjusted~SA~2005-09-30 01:08:59-05~9.0~9.0~~11
ECICOM~ECICOM~2001-01-04~2001-01-04~Employment Cost Index: Compensation: Private Industry Workers~1980-01-01~2000-07-01~Quarterly~Q~Index Jun 1989=100~Index Jun 1989=100~Seasonally Adjusted~SA~2005-09-30 01:08:59-05~3.0~3.0~~11
ECIWAG~ECIWAG~2001-01-04~2001-01-04~Employment Cost Index: Wages and Salaries: Private Industry Workers~1980-01-01~2000-07-01~Quarterly~Q~Index Jun 1989=100~Index Jun 1989=100~Seasonally Adjusted~SA~2005-09-30 01:08:59-05~69.0~69.0~~11
BOPBCA~BOPBCA~2001-01-04~2001-01-04~Balance on Current Account~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:25-05~6.0~7.0~~49
BOPBGS~BOPBGS~2001-01-04~2001-01-04~Balance on Goods and Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:25-05~4.0~4.0~~49
BOPBII~BOPBII~2001-01-04~2001-01-04~Balance on Investment Income~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:25-05~1.0~1.0~~49
BOPBM~BOPBM~2001-01-04~2001-01-04~Balance on Merchandise Trade~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:18-05~5.0~5.0~~49
BOPBSV~BOPBSV~2001-01-04~2001-01-04~Balance on Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:26-05~1.0~3.0~~49
BOPERR~BOPERR~2001-01-04~2001-01-04~Statistical Discrepancy~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:26-05~1.0~1.0~~49
BOPG~BOPG~2001-01-04~2001-01-04~Unilateral Transfers, Net~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:16-05~3.0~3.0~~49
BOPGG~BOPGG~2001-01-04~2001-01-04~U.S. Government Grants Excluding Military~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:19-05~1.0~1.0~~49
BOPGP~BOPGP~2001-01-04~2001-01-04~U.S. Government Pensions and Other Transfers~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:19-05~0.0~1.0~~49
BOPGR~BOPGR~2001-01-04~2001-01-04~Private Remittances and Other Transfers~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:19-05~1.0~1.0~~49
BOPI~BOPI~2001-01-04~2001-01-04~Foreign Assets in the U.S.: Net, Capital Inflow {+}~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:17-05~15.0~15.0~~49
BOPIO~BOPIO~2001-01-04~2001-01-04~Foreign Official Assets in the U.S.: Net~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:20-05~1.0~1.0~Note that the 1962 Q1 value of 0.000 represents less than +- $500,000.~49
BOPIOG~BOPIOG~2001-01-04~2001-01-04~Foreign Official Assets in U.S.: U.S. Government Securities~1973-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:26-05~1.0~1.0~~49
BOPIOGO~BOPIOGO~2001-01-04~2001-01-04~Foreign Official Assets: Other U.S. Government Securities~1962-04-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:34-05~1.0~1.0~~49
BOPIOGT~BOPIOGT~2001-01-04~2001-01-04~Foreign Official Assets in U.S.: Treasury Securities~1973-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:34-05~1.0~1.0~~49
BOPIOL~BOPIOL~2001-01-04~2001-01-04~Foreign Official Assets: Other U.S. Government Liabilities~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:27-05~1.0~1.0~~49
BOPIOO~BOPIOO~2001-01-04~2001-01-04~Other Foreign Official Assets~1972-07-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:27-05~0.0~0.0~~49
BOPIOU~BOPIOU~2001-01-04~2001-01-04~Foreign Official Assets: U.S. Liabilities Reported by U.S. Banks, nie~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:29-05~1.0~1.0~"nie= ""not included elsewhere"~49
BOPIP~BOPIP~2001-01-04~2001-01-04~Other Foreign Assets in the U.S., Net~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:20-05~0.0~1.0~~49
BOPIPD~BOPIPD~2001-01-04~2001-01-04~Other Foreign Assets in the U.S., Net: Direct Investment~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:27-05~1.0~1.0~~49
BOPIPF~BOPIPF~2001-01-04~2001-01-04~U.S. Liabilities to Unaffiliated Foreigners Reported by U.S. Nonbanks~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:28-05~1.0~1.0~~49
BOPIPG~BOPIPG~2001-01-04~2001-01-04~Other Foreign Assets in U.S., Net: Government Non-Treasury Securities~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:28-05~1.0~1.0~~49
BOPIPO~BOPIPO~2001-01-04~2001-01-04~Other Foreign Assets in U.S.: U.S. Liabilities Reported by U.S. Banks, nie~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:29-05~1.0~1.0~"nie= ""not included elsewhere"~49
BOPIPT~BOPIPT~2001-01-04~2001-01-04~Other Foreign Assets in the U.S., Net: U.S. Treasury Securities~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:29-05~1.0~1.0~~49
BOPM~BOPM~2001-01-04~2001-01-04~Imports of Goods, Services, and Income~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:17-05~1.0~1.0~~49
BOPMD~BOPMD~2001-01-04~2001-01-04~Income Payments on Foreign Direct Investment in U.S.~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:20-05~1.0~1.0~~49
BOPMG~BOPMG~2001-01-04~2001-01-04~U.S. Government Income Payments on Foreign Assets in U.S.~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:21-05~0.0~0.0~~49
BOPMI~BOPMI~2001-01-04~2001-01-04~Income Payments on Foreign Assets in the U.S.~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:21-05~1.0~1.0~~49
BOPMM~BOPMM~2001-01-04~2001-01-04~Imports of Merchandise: Adjusted, Excluding Military~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:22-05~0.0~0.0~~49
BOPMP~BOPMP~2001-01-04~2001-01-04~Other Private Income Payments on Foreign Assets in U.S.~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:22-05~0.0~0.0~~49
BOPMSV~BOPMSV~2001-01-04~2001-01-04~Imports of Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:30-05~1.0~1.0~~49
BOPMSVG~BOPMSVG~2001-01-04~2001-01-04~Imports of U.S. Government Miscellaneous Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:35-05~0.0~1.0~~49
BOPMSVMT~BOPMSVMT~2001-01-04~2001-01-04~Imports of Services: Direct Defense Expenditures~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:40-05~0.0~0.0~~49
BOPMSVO~BOPMSVO~2001-01-04~2001-01-04~Imports of Other Private Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:35-05~0.0~1.0~~49
BOPMSVOT~BOPMSVOT~2001-01-04~2001-01-04~Imports of Other Transportation Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:40-05~0.0~1.0~~49
BOPMSVP~BOPMSVP~2001-01-04~2001-01-04~Imports of Services: Passenger Fares~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:35-05~0.0~1.0~~49
BOPMSVR~BOPMSVR~2001-01-04~2001-01-04~Imports of Services: Royalties and Licensing Fees~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:36-05~1.0~1.0~~49
BOPMSVT~BOPMSVT~2001-01-04~2001-01-04~Imports of Services: Travel~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:36-05~1.0~1.0~~49
BOPO~BOPO~2001-01-04~2001-01-04~U.S. Assets Abroad, Net: Outflow (-)~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:17-05~1.0~1.0~~49
BOPOF~BOPOF~2001-01-04~2001-01-04~U.S. Reserves of Foreign Currencies~1961-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:22-05~3.0~3.0~~49
BOPOG~BOPOG~2001-01-04~2001-01-04~U.S. Government Assets Abroad, Excluding Official Reserves, Net~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:23-05~1.0~1.0~~49
BOPOGC~BOPOGC~2001-01-04~2001-01-04~U.S. Government Assets Abroad, Net: Credits and Other Long-Term Assets~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:30-05~0.0~0.0~~49
BOPOGCR~BOPOGCR~2001-01-04~2001-01-04~Repayments on U.S. Credits and Other Long-Term Assets Abroad~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:36-05~1.0~1.0~~49
BOPOGF~BOPOGF~2001-01-04~2001-01-04~U.S. Foreign Currency Holdings and Other Short-Term Assets, Net~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:30-05~1.0~1.0~~49
BOPOGLD~BOPOGLD~2001-01-04~2001-01-04~U.S. Reserve Assets Abroad: Gold~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:37-05~1.0~1.0~~49
BOPOIMF~BOPOIMF~2001-01-04~2001-01-04~U.S. Reserve Position in the IMF~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:37-05~1.0~1.0~~49
BOPOO~BOPOO~2001-01-04~2001-01-04~U.S. Official Reserve Assets Abroad, Net~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:23-05~1.0~1.0~~49
BOPOP~BOPOP~2001-01-04~2001-01-04~U.S. Private Assets Abroad, Net~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:23-05~1.0~1.0~~49
BOPOPD~BOPOPD~2001-01-04~2001-01-04~U.S. Private Direct Investment Abroad~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:31-05~1.0~1.0~~49
BOPOPF~BOPOPF~2001-01-04~2001-01-04~U.S. Private Assets: Claims on Foreigners Reported by Nonbanks~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:31-05~1.0~1.0~~49
BOPOPO~BOPOPO~2001-01-04~2001-01-04~U.S. Private Assets: Claims Reported by U.S. Banks, nie~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:31-05~1.0~1.0~"nie= ""not included elsewhere"~49
BOPOPS~BOPOPS~2001-01-04~2001-01-04~U.S. Private Assets: Foreign Securities~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:32-05~1.0~1.0~~49
BOPOSDR~BOPOSDR~2001-01-04~2001-01-04~U.S. Reserve Assets Abroad: Special Drawing Rights~1970-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:38-05~1.0~1.0~~49
BOPX~BOPX~2001-01-04~2001-01-04~Exports of Goods, Services and Income~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:18-05~0.0~1.0~~49
BOPXM~BOPXM~2001-01-04~2001-01-04~Exports of Merchandise: Adjusted, Excluding Military~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:24-05~1.0~1.0~~49
BOPXMD~BOPXMD~2001-01-04~2001-01-04~Income Receipts on U.S. Direct Investment Abroad~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:32-05~1.0~1.0~~49
BOPXMG~BOPXMG~2001-01-04~2001-01-04~U.S. Government Income Receipts on Assets Abroad~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:33-05~1.0~1.0~~49
BOPXMP~BOPXMP~2001-01-04~2001-01-04~Other Private Income Receipts on U.S. Assets Abroad~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:33-05~1.0~1.0~~49
BOPXR~BOPXR~2001-01-04~2001-01-04~Income Receipts on U.S. Assets Abroad~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:24-05~1.0~1.0~~49
BOPXSV~BOPXSV~2001-01-04~2001-01-04~Exports of Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:33-05~1.0~1.0~~49
BOPXSVG~BOPXSVG~2001-01-04~2001-01-04~Exports of Services: U.S. Government Miscellaneous~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:38-05~1.0~1.0~~49
BOPXSVMT~BOPXSVMT~2001-01-04~2001-01-04~Exports of Services: Transfers Under U.S. Military Agency Contracts~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:41-05~0.0~0.0~~49
BOPXSVO~BOPXSVO~2001-01-04~2001-01-04~Exports of Other Private Services~1960-01-01~2000-07-01~Quarterly~Q~Billions of Dollars~Bil. of $~Seasonally Adjusted~SA~2005-08-25 11:16:38-05~0.0~0.0~~49
